0.1072518,0,0,0
0.1072669,0,0,0
0.1072778,0,0,0
0.10729,0,0,0
0.1073024,0,0,0
0.1073136,0,0,0
0.107326,0,0,0
0.1073383,0,0,0
0.1073477,0,0,0
0.1073592,0,0,0
0.1073739,0,0,0
0.1073924,0,0,0
0.1074129,0,0,0
0.1074375,0,0,0
0.1074574,0,0,0
0.1074784,0,0,0
0.1075006,0,0,0
0.1075241,0,0,0
0.1075497,0,0,0
0.1075762,0,0,0
0.1076029,0,0,0
0.1076276,0,0,0
0.1076462,0,0,0
0.107661,0,0,0
0.1076729,0,0,0
0.1076832,0,0,0
0.1076951,0,0,0
0.1077065,0,0,0
0.1077157,0,0,0
0.1077227,0,0,0
0.1077325,0,0,0
0.1077453,0,0,0
0.1077574,0,0,0
0.1077741,0,0,0
0.1077922,0,0,0
0.1078106,0,0,0
0.107831,0,0,0
0.1078565,0,0,0
0.1078808,0,0,0
0.1079018,0,0,0
0.1079233,0,0,0
0.1079391,0,0,0
0.1079574,0,0,0
0.1079761,0,0,0
0.1079914,0,0,0
0.1080079,0,0,0
0.1080273,0,0,0
0.1080484,0,0,0
0.1080733,0,0,0
0.1080968,0,0,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0.4,0,0.4,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.4,0,0.4
0,0.1094715,0,0
0,0.1093038,0,0
0,0.1090476,0,0
0,0.1086974,0,0
0,0.1083164,0,0
0,0.1079437,0,0
0,0.1075691,0,0
0,0.1071865,0,0
0,0.1068198,0,0
0,0.1063446,0,0
0,0.1059323,0,0
0,0.1053762,0,0
0,0.1048841,0,0
0,0.1045385,0,0
0,0.1042746,0,0
0,0.1039895,0,0
0,0.1038089,0,0
0,0.1035829,0,0
0,0.1033221,0,0
0,0.1030731,0,0
0,0.1028227,0,0
0,0.1025714,0,0
0,0.102355,0,0
0,0.1021462,0,0
0,0.1019653,0,0
0,0.1018091,0,0
0,0.1016717,0,0
0,0.1015299,0,0
0,0.1014516,0,0
0,0.101386,0,0
0,0.1013169,0,0
0,0.1012718,0,0
0,0.1012106,0,0
0,0.1011562,0,0
0,0.1011183,0,0
0,0.101104,0,0
0,0.1011105,0,0
0,0.1011305,0,0
0,0.1011802,0,0
0,0.1012468,0,0
0,0.1013238,0,0
0,0.1013924,0,0
0,0.1014656,0,0
0,0.101511,0,0
0,0.1015573,0,0
0,0.101605,0,0
0,0.1016511,0,0
0,0.101702,0,0
0,0.1017544,0,0
0,0.1018049,0,0
0,0.1018574,0,0
0,0.1019005,0,0
0,0.1019413,0,0
0,0.101976,0,0
0,0.10201,0,0
0,0.1020335,0,0
0,0.1020598,0,0
0,0.1020893,0,0
0,0.1021099,0,0
0,0.102133,0,0
0,0.1021531,0,0
0,0.1021664,0,0
0,0.1021836,0,0
0,0.102197,0,0
0,0.1022105,0,0
0,0.1022284,0,0
0,0.1022453,0,0
0,0.1022714,0,0
0,0.1022895,0,0
0,0.1023163,0,0
0,0.1023476,0,0
0,0.1023796,0,0
0,0.1024217,0,0
0,0.1024573,0,0
0,0.1025027,0,0
0,0.1025474,0,0
0,0.102594,0,0
0,0.1026421,0,0
0,0.1026958,0,0
0,0.1027478,0,0
0,0.1028185,0,0
0,0.1029181,0,0
0,0.1030046,0,0
0,0.1031247,0,0
0,0.1032104,0,0
0,0.1033093,0,0
0,0.1034102,0,0
0,0.103521,0,0
0,0.1035989,0,0
0,0.1036837,0,0
0,0.1037659,0,0
0,0.1038416,0,0
0,0.1039151,0,0
0,0.103985,0,0
0,0.1040815,0,0
0,0.1041191,0,0
0,0.1041813,0,0
0,0.1042299,0,0
0,0.1042889,0,0
